customer_id,customer_name,email,gender,age,city,state,signup_date,customer_segment,acquisition_channel,preferred_channel,total_orders,total_spend,last_purchase_date,customer_tenure_days,days_since_last_purchase,average_order_value,customer_activity,spend_category
CUST1071,Rahul Mehta,customer71@example.com,Female,51,Noida,Uttar Pradesh,2023-09-12 09:14:58,Regular,Referral,Store,7,8760.89,2026-06-30 07:19:46,1083,61,1251.56,Active,Medium
CUST1225,Neha Malhotra,customer225@example.com,Male,28,Gurugram,Haryana,2024-12-15 21:26:51,Regular,Direct,Store,10,10335.02,2025-11-23 23:40:09,623,280,1033.5,Inactive,Medium
CUST1449,Isha Saxena,customer449@example.com,Male,41,Jaipur,Rajasthan,2024-08-06 17:19:02,Premium,Social Media,Website,8,21806.64,2025-09-04 10:30:07,754,360,2725.83,Inactive,High
CUST1391,Aditi Roy,customer391@example.com,Male,55,Pune,Maharashtra,2024-10-04 20:14:03,Regular,Referral,Store,5,15788.61,2025-09-20 14:15:31,695,344,3157.72,Inactive,High
CUST1832,Ankit Yadav,customer832@example.com,Female,34,Chennai,Tamil Nadu,2025-08-06 05:16:31,Regular,Direct,Marketplace,7,8920.48,2025-08-06 05:16:31,389,389,1274.35,Inactive,Medium
CUST1020,Ankit Roy,customer20@example.com,Male,49,Pune,Maharashtra,2024-04-05 02:53:03,Regular,Paid Ads,Marketplace,7,10906.25,2025-07-30 03:34:47,877,396,1558.04,Inactive,Medium
CUST1550,Aman Chauhan,customer550@example.com,Male,56,Delhi,Delhi,2023-07-01 11:16:26,Regular,Organic Search,Store,10,12393.84,2025-12-10 22:09:06,1156,263,1239.38,Inactive,Medium
CUST1533,Priya Mishra,customer533@example.com,Male,35,Chandigarh,Chandigarh,2023-08-07 08:48:42,Regular,Organic Search,Mobile App,8,10378.35,2026-02-11 06:44:36,1119,200,1297.29,Inactive,Medium
CUST1105,Aman Patel,customer105@example.com,Female,24,Jaipur,Rajasthan,2024-04-05 20:08:46,Regular,Paid Ads,Website,11,14424.37,2025-03-11 00:38:49,877,537,1311.31,Inactive,Medium
CUST1427,Pooja Kumar,customer427@example.com,Unknown,54,Ahmedabad,Gujarat,2023-04-03 01:47:09,Regular,Email Campaign,Store,3,3158.24,2025-02-06 11:51:12,1245,570,1052.75,Inactive,Low
CUST1690,Aditya Das,customer690@example.com,Female,54,Delhi,Delhi,2023-01-01 06:00:50,Regular,Direct,Marketplace,5,7376.23,2025-12-06 22:13:43,1337,267,1475.25,Inactive,Medium
CUST1600,Isha Verma,customer600@example.com,Male,44,Hyderabad,Telangana,2024-03-01 18:06:58,Regular,Organic Search,Mobile App,10,3206.85,2025-09-15 19:40:12,912,349,320.68,Inactive,Low
CUST1991,Kavya Gupta,customer991@example.com,Male,59,Mumbai,Maharashtra,2025-03-02 20:43:50,Regular,Email Campaign,Marketplace,15,4847.61,2025-06-08 23:59:34,546,448,323.17,Inactive,Low
CUST1464,Ankit Mishra,customer464@example.com,Female,46,Dehradun,Uttarakhand,2023-12-06 20:01:07,Regular,Organic Search,Website,7,17119.66,2025-01-01 04:31:31,998,606,2445.67,Inactive,High
CUST1530,Rahul Gupta,customer530@example.com,Male,36,Mumbai,Maharashtra,2024-10-03 14:55:07,Premium,Organic Search,Marketplace,10,5577.18,2026-02-21 14:43:06,696,190,557.72,Inactive,Medium
CUST1849,Aditi Bansal,customer849@example.com,Male,23,Dehradun,Uttarakhand,2025-09-28 01:23:27,Regular,Referral,Store,7,17621.34,2025-10-19 08:39:55,336,315,2517.33,Inactive,High
CUST1284,Aditya Saxena,customer284@example.com,Male,35,Pune,Maharashtra,2024-11-08 18:01:24,Premium,Paid Ads,Marketplace,9,13949.16,2026-01-24 08:09:52,660,218,1549.91,Inactive,Medium
CUST1273,Riya Roy,customer273@example.com,Male,52,Chennai,Tamil Nadu,2025-08-03 09:45:12,Regular,Organic Search,Marketplace,2,15799.67,2025-08-03 09:45:12,392,392,7899.84,Inactive,High
CUST1835,Vikram Roy,customer835@example.com,Male,30,Bengaluru,Karnataka,2025-02-13 11:00:57,Regular,Paid Ads,Website,8,23525.78,2025-06-09 09:42:40,563,447,2940.72,Inactive,High
CUST1820,Karan Roy,customer820@example.com,Female,18,Chennai,Tamil Nadu,2024-04-23 08:38:24,Regular,Direct,Website,11,20058.82,2026-08-12 02:53:49,859,18,1823.53,Active,High
CUST1411,Sneha Kumar,customer411@example.com,Female,46,Noida,Uttar Pradesh,2025-09-13 23:57:58,Premium,Organic Search,Store,7,2540.84,2025-09-13 23:57:58,351,351,362.98,Inactive,Low
CUST1195,Aditya Nair,customer195@example.com,Female,45,Pune,Maharashtra,2023-01-17 09:54:20,Regular,Social Media,Marketplace,6,1892.79,2026-05-19 15:43:45,1321,103,315.46,At Risk,Low
CUST1347,Rohan Shah,customer347@example.com,Female,29,Jaipur,Rajasthan,2025-05-19 20:55:20,Regular,Social Media,Store,3,4672.99,2026-07-06 19:57:56,468,55,1557.66,Active,Low
CUST1005,Aditi Gupta,customer5@example.com,Male,37,Jaipur,Rajasthan,2024-12-22 14:01:52,Regular,Paid Ads,Store,7,13448.36,2025-06-25 17:29:36,616,431,1921.19,Inactive,Medium
CUST1664,Aman Roy,customer664@example.com,Male,38,Gurugram,Haryana,2024-05-20 22:55:43,VIP,Direct,Store,9,4324.91,2026-07-25 22:45:45,832,36,480.55,Active,Low
CUST1062,Arjun Mehta,customer62@example.com,Other,50,Chandigarh,Chandigarh,2025-09-23 09:14:20,Regular,Email Campaign,Website,7,8526.25,2025-10-11 20:15:10,341,323,1218.04,Inactive,Medium
CUST1167,Karan Reddy,customer167@example.com,Male,57,Lucknow,Uttar Pradesh,2025-12-20 07:11:19,Premium,Organic Search,Mobile App,3,5147.79,2025-12-20 07:11:19,253,253,1715.93,Inactive,Medium
CUST1240,Neha Sharma,customer240@example.com,Female,47,Dehradun,Uttarakhand,2024-08-24 15:56:19,Regular,Paid Ads,Store,8,18337.02,2025-11-30 14:34:27,736,273,2292.13,Inactive,High
CUST1647,Arjun Shah,customer647@example.com,Female,31,Kolkata,West Bengal,2023-08-20 04:18:35,Regular,Referral,Store,7,9819.53,2026-06-18 05:11:59,1106,73,1402.79,Active,Medium
CUST1098,Neha Joshi,customer98@example.com,Female,46,Chandigarh,Chandigarh,2025-03-08 05:07:47,Premium,Referral,Store,6,11787.2,2025-03-08 05:07:47,540,540,1964.53,Inactive,Medium
CUST1010,Simran Chauhan,customer10@example.com,Female,18,Bengaluru,Karnataka,2025-10-24 07:54:57,Regular,Direct,Website,9,5121.41,2025-12-02 22:55:55,310,271,569.05,Inactive,Medium
CUST1158,Sneha Joshi,customer158@example.com,Female,32,Dehradun,Uttarakhand,2024-03-17 20:49:34,Premium,Social Media,Marketplace,9,8642.08,2025-02-20 10:18:38,896,556,960.23,Inactive,Medium
CUST1609,Priya Mishra,customer609@example.com,Female,42,Chennai,Tamil Nadu,2024-07-18 23:59:18,Regular,Paid Ads,Store,4,10012.68,2025-05-16 11:33:33,773,471,2503.17,Inactive,Medium
CUST1936,Sneha Shah,customer936@example.com,Female,49,Bengaluru,Karnataka,2025-09-16 12:45:05,Regular,Social Media,Website,11,14267.68,2026-02-27 18:34:42,348,184,1297.06,Inactive,Medium
CUST1302,Aditi Bansal,customer302@example.com,Female,32,Hyderabad,Telangana,2024-10-27 09:15:24,Premium,Paid Ads,Marketplace,6,10736.25,2025-10-21 23:16:15,672,313,1789.38,Inactive,Medium
CUST1891,Priya Reddy,customer891@example.com,Female,54,Mumbai,Maharashtra,2025-11-21 02:20:04,Regular,Referral,Mobile App,9,4403.93,2025-11-21 02:20:04,282,282,489.33,Inactive,Low
CUST1477,Aditya Chauhan,customer477@example.com,Female,48,Lucknow,Uttar Pradesh,2024-12-07 18:38:27,Premium,Email Campaign,Website,6,12780.74,2025-07-20 14:17:32,631,406,2130.12,Inactive,Medium
CUST1248,Aarav Verma,customer248@example.com,Male,53,Lucknow,Uttar Pradesh,2024-02-23 18:59:29,Regular,Email Campaign,Store,7,15826.94,2025-06-03 08:22:01,919,453,2260.99,Inactive,High
CUST1339,Vivaan Das,customer339@example.com,Female,40,Dehradun,Uttarakhand,2023-10-22 09:22:19,Regular,Direct,Store,8,3023.19,2025-12-30 09:45:34,1043,243,377.9,Inactive,Low
CUST1817,Ananya Das,customer817@example.com,Female,39,Jaipur,Rajasthan,2024-12-21 16:15:49,VIP,Social Media,Marketplace,11,12283.14,2026-06-29 01:15:17,617,62,1116.65,Active,Medium
CUST1850,Karan Verma,customer850@example.com,Male,22,Noida,Uttar Pradesh,2025-10-05 04:01:18,Premium,Paid Ads,Website,9,5102.61,2026-08-10 11:46:28,329,20,566.96,Active,Medium
CUST1625,Vikram Saxena,customer625@example.com,Female,38,Delhi,Delhi,2025-06-08 09:21:13,Regular,Referral,Marketplace,11,21169.6,2026-02-08 22:47:20,448,203,1924.51,Inactive,High
CUST1157,Aman Chauhan,customer157@example.com,Male,30,Pune,Maharashtra,2023-06-28 04:01:15,Regular,Social Media,Store,8,5886.98,2026-07-29 23:52:48,1159,32,735.87,Active,Medium
CUST1863,Aditi Bansal,customer863@example.com,Male,34,Jaipur,Rajasthan,2023-10-24 19:56:14,Regular,Direct,Website,4,42727.2,2025-12-31 04:32:49,1041,242,10681.8,Inactive,High
CUST1995,Pooja Kumar,customer995@example.com,Male,31,Delhi,Delhi,2024-02-22 10:10:51,Premium,Organic Search,Website,7,7965.11,2026-03-01 01:06:52,920,182,1137.87,Inactive,Medium
CUST1762,Aarav Mishra,customer762@example.com,Male,38,Mumbai,Maharashtra,2024-08-22 18:25:51,VIP,Email Campaign,Mobile App,11,1174.9,2025-05-01 15:14:45,738,486,106.81,Inactive,Low
CUST1712,Ankit Mehta,customer712@example.com,Male,41,Bengaluru,Karnataka,2023-09-30 01:53:55,Premium,Referral,Store,7,10119.47,2025-10-14 04:35:16,1065,320,1445.64,Inactive,Medium
CUST1233,Rohan Roy,customer233@example.com,Female,40,Chandigarh,Chandigarh,2023-05-04 13:32:07,Regular,Direct,Mobile App,3,1634.86,2025-01-27 02:23:45,1214,580,544.95,Inactive,Low
CUST1952,Ankit Chauhan,customer952@example.com,Female,49,Noida,Uttar Pradesh,2024-01-10 00:33:26,VIP,Direct,Marketplace,9,6404.12,2026-01-07 01:38:35,963,235,711.57,Inactive,Medium
CUST1553,Isha Verma,customer553@example.com,Female,30,Delhi,Delhi,2024-12-20 09:32:51,Premium,Paid Ads,Store,7,9160.6,2026-02-05 15:13:37,618,206,1308.66,Inactive,Medium
CUST1061,Aman Gupta,customer61@example.com,Male,39,Noida,Uttar Pradesh,2023-11-22 10:00:38,Premium,Referral,Mobile App,7,4086.54,2026-02-07 00:34:34,1012,204,583.79,Inactive,Low
CUST1139,Rohan Shah,customer139@example.com,Male,32,Kolkata,West Bengal,2025-06-14 01:19:27,Premium,Social Media,Store,10,11082.92,2025-07-23 21:32:33,442,403,1108.29,Inactive,Medium
CUST1380,Vikram Joshi,customer380@example.com,Male,34,Chennai,Tamil Nadu,2024-02-16 16:25:06,Premium,Referral,Store,10,16513.44,2025-09-18 20:35:32,926,346,1651.34,Inactive,High
CUST1726,Ankit Nair,customer726@example.com,Female,41,Hyderabad,Telangana,2025-11-09 23:07:39,Regular,Paid Ads,Website,6,6103.81,2025-11-09 23:07:39,294,294,1017.3,Inactive,Medium
CUST1387,Aarav Saxena,customer387@example.com,Male,29,Delhi,Delhi,2024-08-26 09:42:30,Regular,Email Campaign,Website,10,26519.98,2026-04-11 13:23:37,734,141,2652.0,At Risk,High
CUST1765,Aman Shah,customer765@example.com,Male,32,Mumbai,Maharashtra,2024-07-08 21:17:57,Premium,Referral,Marketplace,6,6281.25,2025-09-30 09:02:09,783,334,1046.88,Inactive,Medium
CUST1205,Aarav Nair,customer205@example.com,Male,38,Noida,Uttar Pradesh,2024-05-01 02:03:05,VIP,Direct,Marketplace,4,5403.23,2025-10-16 20:24:41,851,318,1350.81,Inactive,Medium
CUST1101,Rahul Nair,customer101@example.com,Male,56,Kolkata,West Bengal,2023-09-09 05:37:22,Regular,Email Campaign,Website,6,4418.32,2025-08-05 19:48:15,1086,390,736.39,Inactive,Low
CUST1102,Isha Verma,customer102@example.com,Other,41,Noida,Uttar Pradesh,2025-12-18 18:26:13,Regular,Paid Ads,Marketplace,6,9179.9,2026-06-19 05:28:05,255,72,1529.98,Active,Medium
CUST1676,Aarav Reddy,customer676@example.com,Female,41,Ahmedabad,Gujarat,2025-09-07 12:41:55,Premium,Organic Search,Mobile App,7,4666.44,2025-09-13 19:35:41,357,351,666.63,Inactive,Low
CUST1997,Aman Chauhan,customer997@example.com,Female,51,Noida,Uttar Pradesh,2024-08-20 22:39:36,Regular,Email Campaign,Marketplace,13,14781.77,2026-03-23 01:38:44,740,160,1137.06,At Risk,Medium
CUST1485,Vivaan Verma,customer485@example.com,Female,28,Chandigarh,Chandigarh,2023-07-07 08:53:48,Regular,Social Media,Website,5,13309.86,2025-04-07 18:02:21,1150,510,2661.97,Inactive,Medium
CUST1978,Aditi Mehta,customer978@example.com,Female,26,Dehradun,Uttarakhand,2023-04-08 16:52:37,Regular,Direct,Mobile App,8,8310.52,2026-06-02 03:43:04,1240,89,1038.82,Active,Medium
CUST1426,Ankit Mehta,customer426@example.com,Female,37,Noida,Uttar Pradesh,2023-10-10 00:09:49,Premium,Paid Ads,Mobile App,7,8254.83,2025-04-07 16:44:31,1055,510,1179.26,Inactive,Medium
CUST1603,Aditya Shah,customer603@example.com,Female,25,Lucknow,Uttar Pradesh,2023-11-28 05:07:05,Premium,Organic Search,Marketplace,7,4175.56,2025-02-04 01:12:17,1006,572,596.51,Inactive,Low
CUST1089,Neha Chauhan,customer89@example.com,Male,27,Pune,Maharashtra,2024-04-25 09:13:58,Premium,Direct,Mobile App,13,19342.33,2025-07-28 15:24:38,857,398,1487.87,Inactive,High
CUST1814,Sneha Reddy,customer814@example.com,Male,42,Noida,Uttar Pradesh,2023-06-08 20:02:41,Regular,Social Media,Mobile App,11,8876.06,2026-05-26 20:21:51,1179,96,806.91,At Risk,Medium
CUST1526,Isha Kumar,customer526@example.com,Male,33,Kolkata,West Bengal,2024-09-14 18:25:36,VIP,Social Media,Website,4,12656.92,2026-03-10 06:08:47,715,173,3164.23,At Risk,Medium
CUST1430,Aman Saxena,customer430@example.com,Male,48,Gurugram,Haryana,2025-10-10 14:10:53,Regular,Email Campaign,Website,7,6352.39,2025-10-10 14:10:53,324,324,907.48,Inactive,Medium
CUST1622,Rahul Verma,customer622@example.com,Male,60,Bengaluru,Karnataka,2025-10-19 15:33:56,Premium,Direct,Store,12,14696.98,2026-03-20 08:03:32,315,163,1224.75,At Risk,Medium
CUST1665,Arjun Gupta,customer665@example.com,Female,38,Dehradun,Uttarakhand,2025-08-13 10:51:46,Premium,Referral,Store,7,5768.56,2026-04-30 21:48:04,382,122,824.08,At Risk,Medium
CUST1932,Aditya Nair,customer932@example.com,Male,21,Chennai,Tamil Nadu,2023-12-01 01:26:08,VIP,Organic Search,Website,4,4493.65,2025-05-02 22:11:55,1003,485,1123.41,Inactive,Low
CUST1963,Aarav Shah,customer963@example.com,Other,39,Noida,Uttar Pradesh,2025-11-03 19:23:54,Regular,Direct,Mobile App,13,12312.5,2025-11-03 19:23:54,300,300,947.12,Inactive,Medium
CUST1053,Rahul Mehta,customer53@example.com,Male,34,Bengaluru,Karnataka,2023-10-13 19:18:59,Premium,Social Media,Marketplace,7,7559.25,2025-07-02 16:02:26,1052,424,1079.89,Inactive,Medium
CUST1931,Rohan Mishra,customer931@example.com,Male,23,Chennai,Tamil Nadu,2023-03-25 08:04:22,Premium,Social Media,Marketplace,8,17280.46,2025-09-09 11:12:44,1254,355,2160.06,Inactive,High
CUST1174,Aman Bansal,customer174@example.com,Female,47,Lucknow,Uttar Pradesh,2023-06-05 22:51:24,Premium,Email Campaign,Store,5,4725.37,2025-03-09 03:39:26,1182,539,945.07,Inactive,Low
CUST1143,Riya Sharma,customer143@example.com,Male,57,Kolkata,West Bengal,2025-06-03 01:56:11,Regular,Referral,Mobile App,9,3371.78,2025-06-03 01:56:11,453,453,374.64,Inactive,Low
CUST1201,Aditi Gupta,customer201@example.com,Female,33,Ahmedabad,Gujarat,2024-11-21 03:24:33,Regular,Paid Ads,Store,7,3513.11,2025-01-02 02:34:32,647,605,501.87,Inactive,Low
CUST1424,Kavya Roy,customer424@example.com,Female,26,Pune,Maharashtra,2023-10-22 20:44:19,Premium,Email Campaign,Mobile App,15,8042.33,2026-02-05 19:24:34,1043,206,536.16,Inactive,Medium
CUST1069,Aman Nair,customer69@example.com,Female,27,Hyderabad,Telangana,2023-11-10 10:49:18,Regular,Social Media,Store,6,12094.01,2026-03-26 05:32:03,1024,157,2015.67,At Risk,Medium
CUST1171,Karan Bansal,customer171@example.com,Female,60,Dehradun,Uttarakhand,2023-11-24 03:47:22,Regular,Organic Search,Marketplace,14,8713.95,2025-11-03 08:36:59,1010,300,622.43,Inactive,Medium
CUST1418,Isha Saxena,customer418@example.com,Female,60,Noida,Uttar Pradesh,2025-05-06 13:34:34,Regular,Direct,Store,6,12429.07,2025-09-06 07:15:38,481,358,2071.51,Inactive,Medium
CUST1772,Neha Sharma,customer772@example.com,Female,60,Gurugram,Haryana,2025-03-20 01:03:21,Regular,Email Campaign,Mobile App,7,6135.29,2026-03-12 10:47:57,528,171,876.47,At Risk,Medium
CUST1406,Sneha Yadav,customer406@example.com,Male,57,Chandigarh,Chandigarh,2025-07-26 03:34:16,Regular,Direct,Store,4,11766.34,2025-07-26 03:34:16,400,400,2941.58,Inactive,Medium
CUST1179,Aman Nair,customer179@example.com,Male,48,Delhi,Delhi,2023-01-25 10:46:08,Premium,Direct,Mobile App,8,9189.8,2026-08-21 14:03:41,1313,9,1148.72,Active,Medium
CUST1513,Vikram Roy,customer513@example.com,Male,32,Unknown,Rajasthan,2025-11-05 02:52:28,VIP,Email Campaign,Mobile App,4,17229.44,2026-07-21 21:33:59,298,40,4307.36,Active,High
CUST1423,Isha Patel,customer423@example.com,Male,41,Chennai,Tamil Nadu,2024-12-08 00:29:20,Premium,Paid Ads,Website,9,4401.61,2025-05-01 11:27:55,630,486,489.07,Inactive,Low
CUST1949,Vikram Shah,customer949@example.com,Male,28,Delhi,Delhi,2023-10-04 19:37:41,Regular,Referral,Website,4,9792.18,2025-08-05 20:44:35,1061,390,2448.04,Inactive,Medium
CUST1003,Vikram Bansal,customer3@example.com,Male,24,Gurugram,Haryana,2023-10-23 07:24:28,Regular,Social Media,Mobile App,10,12625.57,2025-07-21 16:00:28,1042,405,1262.56,Inactive,Medium
CUST1014,Arjun Singh,customer14@example.com,Unknown,59,Jaipur,Rajasthan,2024-07-23 04:13:36,Regular,Email Campaign,Mobile App,3,2452.93,2025-07-10 20:54:59,768,416,817.64,Inactive,Low
CUST1318,Karan Malhotra,customer318@example.com,Male,49,Noida,Uttar Pradesh,2023-11-25 06:21:11,Premium,Referral,Marketplace,5,26857.06,2025-08-08 15:12:28,1009,387,5371.41,Inactive,High
CUST1013,Arjun Shah,customer13@example.com,Female,44,Dehradun,Uttarakhand,2024-11-14 17:14:55,VIP,Direct,Marketplace,12,20427.58,2025-05-10 22:47:38,654,477,1702.3,Inactive,High
CUST1500,Ananya Joshi,customer500@example.com,Male,59,Pune,Maharashtra,2024-05-20 01:02:57,Regular,Direct,Website,8,18954.81,2026-06-21 04:43:55,832,70,2369.35,Active,High
CUST1242,Simran Das,customer242@example.com,Male,47,Jaipur,Rajasthan,2023-06-24 23:08:46,Regular,Referral,Marketplace,6,11731.43,2025-04-28 10:16:23,1163,489,1955.24,Inactive,Medium
CUST1836,Kavya Malhotra,customer836@example.com,Male,34,Hyderabad,Telangana,2025-06-17 15:17:49,Regular,Email Campaign,Website,9,1973.61,2026-07-05 17:20:10,439,56,219.29,Active,Low
CUST1956,Aditi Mehta,customer956@example.com,Male,58,Lucknow,Uttar Pradesh,2023-01-29 19:09:04,Regular,Organic Search,Store,9,5741.08,2025-09-30 09:14:18,1309,334,637.9,Inactive,Medium
CUST1507,Aarav Shah,customer507@example.com,Female,29,Pune,Maharashtra,2023-06-18 00:41:42,Regular,Social Media,Website,7,11368.81,2025-11-20 04:10:30,1169,283,1624.12,Inactive,Medium
CUST1548,Vikram Saxena,customer548@example.com,Male,48,Noida,Uttar Pradesh,2024-04-11 16:10:06,Regular,Direct,Store,6,11373.76,2025-07-31 11:09:16,871,395,1895.63,Inactive,Medium
CUST1119,Sneha Sharma,customer119@example.com,Female,60,Gurugram,Haryana,2025-08-28 12:39:49,Regular,Paid Ads,Website,11,8218.45,2025-08-28 12:39:49,367,367,747.13,Inactive,Medium
CUST1711,Aditya Singh,customer711@example.com,Female,25,Ahmedabad,Gujarat,2025-12-23 21:01:15,Premium,Referral,Marketplace,10,10105.18,2026-02-28 12:31:57,250,183,1010.52,Inactive,Medium
CUST1163,Vivaan Patel,customer163@example.com,Male,20,Chandigarh,Chandigarh,2025-02-02 17:12:09,Regular,Email Campaign,Website,7,13004.98,2025-12-06 23:21:38,574,267,1857.85,Inactive,Medium
CUST1047,Sneha Verma,customer47@example.com,Male,46,Noida,Uttar Pradesh,2023-10-04 19:33:16,Regular,Paid Ads,Marketplace,5,11129.59,2025-09-07 16:57:33,1061,357,2225.92,Inactive,Medium
CUST1419,Aditi Patel,customer419@example.com,Male,24,Noida,Uttar Pradesh,2023-01-29 10:11:58,Regular,Paid Ads,Store,6,12439.7,2025-10-26 05:27:41,1309,308,2073.28,Inactive,Medium
CUST1552,Priya Shah,customer552@example.com,Female,42,Lucknow,Uttar Pradesh,2024-08-15 03:05:30,Premium,Referral,Mobile App,4,7887.06,2025-02-17 19:30:29,745,559,1971.76,Inactive,Medium
CUST1559,Rohan Joshi,customer559@example.com,Other,20,Gurugram,Haryana,2023-11-18 01:38:13,Regular,Social Media,Marketplace,10,6089.99,2025-02-17 06:45:23,1016,559,609.0,Inactive,Medium
CUST1401,Neha Reddy,customer401@example.com,Male,19,Jaipur,Rajasthan,2023-11-16 15:15:24,Premium,Referral,Website,10,17882.41,2025-04-14 15:51:18,1018,503,1788.24,Inactive,High
CUST1038,Aditya Nair,customer38@example.com,Other,40,Dehradun,Uttarakhand,2024-10-17 08:01:58,Regular,Direct,Marketplace,6,14855.84,2025-05-15 12:30:31,682,472,2475.97,Inactive,Medium
CUST1019,Aarav Gupta,customer19@example.com,Male,42,Bengaluru,Karnataka,2025-10-28 14:34:01,Regular,Social Media,Store,7,8646.39,2026-07-11 02:32:36,306,50,1235.2,Active,Medium
CUST1844,Aditya Gupta,customer844@example.com,Male,32,Pune,Maharashtra,2025-09-07 18:40:39,Regular,Social Media,Website,6,19879.39,2026-01-16 08:01:56,357,226,3313.23,Inactive,High
CUST1534,Aditi Saxena,customer534@example.com,Male,33,Bengaluru,Karnataka,2023-12-23 21:40:13,Regular,Organic Search,Mobile App,4,5449.48,2025-06-24 01:16:21,981,432,1362.37,Inactive,Medium
CUST1522,Kavya Roy,customer522@example.com,Female,44,Gurugram,Haryana,2025-06-21 00:05:50,Regular,Direct,Marketplace,6,4415.29,2025-09-12 07:50:19,435,352,735.88,Inactive,Low
CUST1040,Vikram Patel,customer40@example.com,Female,29,Lucknow,Uttar Pradesh,2023-12-12 08:52:14,Regular,Email Campaign,Marketplace,7,14456.33,2026-07-16 20:36:21,992,45,2065.19,Active,Medium
CUST1451,Vikram Roy,customer451@example.com,Female,49,Jaipur,Rajasthan,2025-04-28 08:26:57,Regular,Referral,Mobile App,7,7599.16,2025-09-23 19:12:04,489,341,1085.59,Inactive,Medium
CUST1996,Vivaan Singh,customer996@example.com,Male,52,Jaipur,Rajasthan,2023-12-16 17:07:34,Premium,Email Campaign,Marketplace,12,5865.87,2025-09-18 21:06:28,988,346,488.82,Inactive,Medium
CUST1687,Neha Singh,customer687@example.com,Male,45,Chandigarh,Chandigarh,2023-05-17 11:24:30,Regular,Paid Ads,Store,6,9650.08,2025-05-15 18:05:42,1201,472,1608.35,Inactive,Medium
CUST1379,Simran Patel,customer379@example.com,Female,39,Chandigarh,Chandigarh,2025-09-15 15:11:37,Premium,Paid Ads,Website,5,12067.89,2026-08-11 21:38:37,349,19,2413.58,Active,Medium
CUST1056,Rahul Sharma,customer56@example.com,Female,19,Ahmedabad,Gujarat,2023-03-14 10:17:18,Regular,Social Media,Mobile App,10,4381.69,2025-09-16 05:39:50,1265,348,438.17,Inactive,Low
CUST1277,Karan Bansal,customer277@example.com,Female,42,Kolkata,West Bengal,2025-08-15 16:11:06,Premium,Referral,Website,4,7796.93,2026-03-30 08:53:37,380,153,1949.23,At Risk,Medium
CUST1084,Vivaan Kapoor,customer84@example.com,Female,26,Chandigarh,Chandigarh,2023-01-29 02:45:51,Regular,Paid Ads,Marketplace,3,13394.75,2025-09-16 20:21:26,1309,348,4464.92,Inactive,Medium
CUST1133,Vivaan Nair,customer133@example.com,Female,31,Bengaluru,Karnataka,2024-08-03 09:51:30,Regular,Direct,Store,8,6663.14,2025-03-31 03:28:57,757,517,832.89,Inactive,Medium
CUST1209,Sneha Gupta,customer209@example.com,Male,54,Unknown,Chandigarh,2023-03-10 22:03:52,VIP,Organic Search,Mobile App,8,12849.59,2026-07-07 10:19:18,1269,54,1606.2,Active,Medium
CUST1713,Ananya Kumar,customer713@example.com,Male,33,Noida,Uttar Pradesh,2025-09-06 03:23:16,Regular,Referral,Store,7,11834.56,2026-02-23 10:24:53,358,188,1690.65,Inactive,Medium
CUST1384,Riya Verma,customer384@example.com,Male,50,Kolkata,West Bengal,2024-07-24 06:17:25,Premium,Social Media,Store,7,24087.97,2026-02-26 17:32:32,767,185,3441.14,Inactive,High
CUST1633,Rahul Chauhan,customer633@example.com,Female,40,Delhi,Delhi,2023-04-07 15:46:24,VIP,Social Media,Marketplace,5,6370.64,2026-03-15 21:23:59,1241,168,1274.13,At Risk,Medium
CUST1818,Rahul Sharma,customer818@example.com,Female,57,Delhi,Delhi,2023-12-04 14:32:18,Premium,Referral,Website,10,13829.45,2026-05-09 14:28:19,1000,113,1382.95,At Risk,Medium
CUST1962,Rohan Sharma,customer962@example.com,Male,52,Mumbai,Maharashtra,2025-11-17 04:11:46,Premium,Email Campaign,Website,10,3682.53,2025-11-17 04:11:46,286,286,368.25,Inactive,Low
CUST1769,Priya Sharma,customer769@example.com,Male,41,Pune,Maharashtra,2023-11-02 20:53:12,Regular,Paid Ads,Store,6,4851.34,2025-10-02 00:29:24,1032,332,808.56,Inactive,Low
CUST1169,Kavya Das,customer169@example.com,Female,28,Chandigarh,Chandigarh,2024-03-27 23:53:15,Regular,Paid Ads,Mobile App,3,7192.25,2025-08-11 22:40:02,886,384,2397.42,Inactive,Medium
CUST1562,Ankit Kapoor,customer562@example.com,Female,51,Gurugram,Haryana,2023-08-28 06:07:52,VIP,Social Media,Website,6,12278.97,2025-12-02 20:56:40,1098,271,2046.5,Inactive,Medium
CUST1868,Pooja Chauhan,customer868@example.com,Female,32,Noida,Uttar Pradesh,2023-12-27 01:28:30,Regular,Social Media,Website,7,12775.5,2025-01-26 19:42:55,977,581,1825.07,Inactive,Medium
CUST1789,Kavya Verma,customer789@example.com,Male,22,Dehradun,Uttarakhand,2024-04-05 12:27:20,Regular,Referral,Mobile App,8,13691.72,2025-04-08 06:17:54,877,509,1711.46,Inactive,Medium
CUST1312,Aarav Malhotra,customer312@example.com,Female,55,Jaipur,Rajasthan,2023-05-24 21:40:38,Regular,Referral,Mobile App,10,11572.28,2026-08-30 05:25:42,1194,0,1157.23,Active,Medium
CUST1253,Neha Kumar,customer253@example.com,Male,32,Mumbai,Maharashtra,2023-11-11 21:04:44,Regular,Social Media,Website,6,8010.54,2026-05-22 16:08:27,1023,100,1335.09,At Risk,Medium
